Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,26,Personal Travel,Eco,1869,5,5,4,5,5,1,1,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,43,Business travel,Eco,537,3,4,4,4,4,3,4,3,3,3,3,4,3,2,0,6.0,0
Loyal Customer,59,Business travel,Business,3899,4,4,4,4,3,1,1,4,4,4,4,5,4,5,0,0.0,1
Loyal Customer,41,Business travel,Business,2602,5,5,4,5,5,5,5,5,5,5,5,5,5,3,0,2.0,1
Loyal Customer,57,Business travel,Business,457,5,5,4,5,5,4,4,5,5,5,5,5,5,5,11,1.0,1
Loyal Customer,27,Business travel,Eco,2948,4,3,3,3,4,5,4,4,5,4,5,3,3,4,0,0.0,1
disloyal Customer,16,Business travel,Eco,1988,4,4,4,5,1,4,1,1,3,2,5,5,5,1,0,0.0,0
disloyal Customer,35,Business travel,Eco,1413,3,5,2,2,5,2,1,5,3,3,1,2,2,5,9,4.0,0
Loyal Customer,61,Business travel,Eco,378,4,3,5,5,2,4,3,5,5,4,5,4,5,2,0,0.0,0
Loyal Customer,59,Personal Travel,Eco,797,3,3,3,3,4,4,5,4,4,4,4,5,4,4,0,8.0,1
Loyal Customer,23,Personal Travel,Eco,2167,5,0,5,1,4,5,4,4,4,4,5,5,2,4,0,0.0,1
Loyal Customer,55,Business travel,Business,409,1,1,1,1,5,5,4,4,4,5,4,5,4,4,23,21.0,1
Loyal Customer,66,Personal Travel,Business,385,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,0.0,1
Loyal Customer,43,Business travel,Business,583,2,2,2,2,3,5,4,4,4,4,4,3,4,5,0,9.0,1
Loyal Customer,9,Personal Travel,Eco,1811,4,3,4,3,4,4,4,4,4,5,4,1,3,4,9,0.0,0
Loyal Customer,31,Business travel,Business,2690,5,1,3,1,5,4,5,5,4,2,3,3,4,5,0,0.0,0
Loyal Customer,56,Business travel,Business,1100,1,1,2,1,5,5,4,5,5,4,5,5,5,5,1,16.0,1
Loyal Customer,47,Business travel,Eco,1090,4,5,5,5,1,3,1,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,32,Personal Travel,Eco,1702,1,1,1,3,4,1,4,4,3,3,2,2,3,4,0,0.0,0
Loyal Customer,48,Personal Travel,Eco Plus,353,5,4,4,4,2,4,4,1,1,4,2,3,1,4,0,0.0,1
Loyal Customer,14,Personal Travel,Eco Plus,1357,3,5,3,3,4,4,4,4,4,3,4,5,4,4,14,18.0,1
Loyal Customer,40,Business travel,Business,2951,0,5,0,3,4,4,1,3,3,3,3,2,3,2,0,0.0,1
Loyal Customer,42,Personal Travel,Eco Plus,1637,2,4,2,1,2,2,2,2,3,3,4,3,5,2,0,0.0,0
Loyal Customer,53,Business travel,Eco Plus,1922,4,5,5,5,4,4,4,4,1,1,3,1,4,4,108,123.0,0
Loyal Customer,23,Business travel,Business,3364,1,1,1,1,5,5,5,5,1,4,4,1,3,5,2,0.0,1
Loyal Customer,55,Personal Travel,Eco,269,3,3,3,3,4,4,4,4,4,3,4,5,4,4,34,40.0,1
Loyal Customer,43,Business travel,Business,272,3,3,3,3,2,4,4,5,5,5,5,3,5,3,4,0.0,1
disloyal Customer,47,Business travel,Eco,2452,3,4,4,4,2,4,2,2,2,2,4,3,3,2,0,0.0,0
Loyal Customer,24,Personal Travel,Eco,1659,4,4,4,3,4,4,3,4,3,2,4,3,4,4,0,0.0,1
Loyal Customer,47,Business travel,Business,1459,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0.0,1
disloyal Customer,22,Business travel,Eco,1782,5,5,5,3,5,1,3,3,5,4,5,3,5,3,8,19.0,1
disloyal Customer,34,Business travel,Eco,1839,3,3,3,2,5,3,5,5,3,1,5,1,3,5,0,2.0,0
Loyal Customer,59,Business travel,Business,312,1,1,1,1,3,4,5,3,3,4,3,5,3,5,0,0.0,1
Loyal Customer,36,Personal Travel,Eco,2018,3,4,3,3,4,3,2,4,4,5,5,5,4,4,0,0.0,0
Loyal Customer,43,Business travel,Eco,1450,2,4,4,4,2,2,2,2,3,4,3,1,4,2,0,0.0,0
Loyal Customer,70,Personal Travel,Eco,2084,3,2,3,3,5,3,5,5,4,2,4,1,4,5,16,0.0,0
Loyal Customer,68,Personal Travel,Business,1038,4,4,4,4,3,5,4,4,4,4,4,5,4,5,24,24.0,0
Loyal Customer,65,Business travel,Business,133,1,1,1,1,2,3,3,3,3,3,1,2,3,3,0,0.0,0
Loyal Customer,61,Personal Travel,Eco Plus,1083,4,5,5,2,2,4,4,5,5,5,5,5,5,4,0,0.0,1
Loyal Customer,42,Personal Travel,Eco,629,4,5,4,1,2,5,5,4,4,4,4,3,4,5,0,0.0,0
Loyal Customer,16,Personal Travel,Eco,3576,4,4,2,4,3,4,3,3,1,3,3,5,3,3,0,0.0,1
Loyal Customer,30,Business travel,Business,4140,3,3,2,3,5,5,5,3,2,4,1,5,2,5,0,0.0,1
Loyal Customer,28,Business travel,Business,2751,5,5,5,5,4,4,4,4,4,3,1,2,5,4,0,0.0,1
Loyal Customer,19,Personal Travel,Eco,1211,2,4,2,3,3,2,3,3,3,3,4,5,5,3,14,9.0,0
Loyal Customer,27,Business travel,Business,2101,4,4,3,4,4,4,4,4,5,4,5,3,5,4,7,10.0,1
Loyal Customer,61,Business travel,Business,109,5,5,5,5,3,2,5,5,5,4,3,5,5,5,0,0.0,1
Loyal Customer,60,Business travel,Business,3835,2,2,2,2,5,5,4,5,5,5,5,3,5,3,0,10.0,1
Loyal Customer,53,Personal Travel,Eco,588,5,5,5,5,5,5,5,5,5,2,1,3,3,5,0,0.0,1
Loyal Customer,49,Personal Travel,Eco,450,5,3,5,3,3,3,3,5,5,5,5,1,5,3,8,1.0,1
disloyal Customer,22,Business travel,Eco,2482,1,1,1,3,1,1,1,1,5,1,1,5,5,1,2,0.0,0
Loyal Customer,43,Business travel,Eco,972,2,1,1,1,5,4,2,2,2,2,2,2,2,2,9,14.0,1
disloyal Customer,47,Business travel,Business,1644,4,4,4,1,3,4,3,3,5,5,5,3,5,3,11,0.0,1
Loyal Customer,32,Business travel,Business,3433,5,5,4,5,4,4,4,4,3,5,4,4,5,4,6,0.0,1
Loyal Customer,60,Business travel,Business,2615,2,2,2,2,3,4,4,4,4,4,4,4,4,3,20,29.0,1
Loyal Customer,47,Business travel,Business,3580,3,4,4,4,3,3,3,2,2,3,4,3,1,3,23,0.0,0
Loyal Customer,66,Personal Travel,Eco,1267,4,5,4,3,5,4,5,5,5,4,1,1,5,5,0,0.0,0
Loyal Customer,52,Business travel,Business,2540,4,4,4,4,5,5,4,5,5,5,5,5,5,4,0,0.0,1
Loyal Customer,48,Business travel,Business,541,5,2,5,5,5,4,5,5,5,5,5,4,5,5,0,5.0,1
Loyal Customer,22,Business travel,Business,3244,3,5,5,5,3,3,3,3,2,4,3,3,4,3,0,0.0,0
Loyal Customer,47,Business travel,Business,3282,1,5,5,5,2,4,4,1,1,1,1,2,1,4,23,17.0,0
Loyal Customer,26,Business travel,Business,3302,5,2,5,5,5,5,5,5,4,3,4,5,4,5,0,0.0,1
Loyal Customer,36,Business travel,Business,3641,5,5,5,5,4,2,4,4,4,4,4,1,4,1,26,32.0,1
disloyal Customer,23,Business travel,Eco,1432,1,0,2,4,4,2,3,4,4,3,5,4,4,4,0,0.0,0
Loyal Customer,47,Business travel,Business,637,3,3,3,3,3,4,5,5,5,4,5,5,5,3,43,100.0,1
Loyal Customer,48,Business travel,Business,2632,2,2,2,2,4,3,3,2,2,3,2,2,2,2,0,0.0,0
Loyal Customer,45,Personal Travel,Eco Plus,293,4,5,4,5,2,4,5,4,4,4,4,5,4,5,6,2.0,1
Loyal Customer,35,Business travel,Eco Plus,1236,4,1,4,1,4,4,4,4,2,5,4,2,5,4,0,0.0,1
Loyal Customer,31,Personal Travel,Eco,3708,3,2,3,3,3,3,3,3,1,3,2,2,3,3,0,,0
Loyal Customer,29,Personal Travel,Business,2514,1,1,4,1,3,4,5,4,4,4,5,3,4,5,16,13.0,1
Loyal Customer,50,Personal Travel,Eco,2409,0,4,1,3,5,4,5,3,3,1,3,4,3,4,0,0.0,1
Loyal Customer,43,Business travel,Business,2260,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0.0,1
disloyal Customer,25,Business travel,Eco,2274,2,2,2,2,3,2,3,3,3,1,2,1,2,3,63,68.0,0
Loyal Customer,10,Personal Travel,Eco Plus,1639,2,4,2,3,4,2,4,4,5,5,5,4,4,4,0,0.0,0
Loyal Customer,44,Business travel,Eco,1812,2,4,4,4,2,2,2,2,1,1,1,1,5,2,0,0.0,1
Loyal Customer,56,Personal Travel,Eco,772,4,4,4,4,2,4,4,3,3,4,3,4,3,5,0,0.0,1
Loyal Customer,52,Business travel,Business,3226,4,5,4,4,2,5,4,5,5,5,5,3,5,3,1,0.0,1
disloyal Customer,26,Business travel,Eco,1647,2,4,2,4,3,2,3,3,2,4,4,1,3,3,0,21.0,0
Loyal Customer,56,Business travel,Eco,449,5,1,1,1,1,4,4,5,5,5,5,2,5,5,0,0.0,1
Loyal Customer,43,Business travel,Business,642,4,4,4,4,1,4,4,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,24,Personal Travel,Eco Plus,3196,2,2,2,2,2,5,5,5,5,5,5,4,5,5,13,0.0,1
Loyal Customer,21,Personal Travel,Eco,2060,2,4,2,1,2,2,2,2,3,5,4,3,5,2,1,23.0,0
disloyal Customer,40,Business travel,Business,2681,3,3,3,4,3,3,3,4,3,5,5,3,5,3,213,198.0,0
disloyal Customer,37,Business travel,Business,2254,3,3,3,2,5,3,5,5,5,5,4,3,5,5,23,26.0,0
Loyal Customer,35,Business travel,Business,3490,3,2,2,2,5,4,3,3,3,3,3,2,3,1,0,0.0,0
Loyal Customer,45,Business travel,Eco Plus,706,3,3,3,3,4,3,5,3,3,3,3,3,3,2,0,8.0,1
Loyal Customer,56,Business travel,Business,339,4,4,4,4,3,5,5,4,4,4,4,4,4,4,6,3.0,1
Loyal Customer,69,Personal Travel,Eco,555,3,3,4,3,4,4,4,4,4,5,1,3,2,4,0,10.0,1
disloyal Customer,38,Business travel,Business,1478,2,2,2,1,1,2,1,1,3,3,4,4,4,1,0,0.0,0
Loyal Customer,35,Business travel,Business,3012,1,1,1,1,2,5,4,4,4,4,4,3,4,3,91,92.0,1
Loyal Customer,62,Business travel,Eco,883,3,2,2,2,2,3,4,3,3,3,3,2,3,1,28,2.0,0
Loyal Customer,23,Business travel,Business,4171,1,1,1,1,4,4,4,1,1,5,2,4,2,4,0,60.0,1
Loyal Customer,45,Business travel,Business,1916,5,5,5,5,3,3,1,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,30,Personal Travel,Eco Plus,1724,3,5,3,4,1,3,1,1,5,3,4,5,4,1,0,0.0,0
Loyal Customer,15,Business travel,Business,4537,3,3,2,3,5,5,5,5,3,4,2,3,5,5,0,0.0,1
Loyal Customer,37,Business travel,Business,91,3,3,3,3,4,2,3,3,3,4,3,4,3,3,16,5.0,1
Loyal Customer,47,Business travel,Business,1617,3,3,3,3,2,4,5,5,5,5,5,5,5,3,1,0.0,1
Loyal Customer,46,Business travel,Business,3169,4,4,4,4,3,4,4,3,3,4,3,3,3,4,0,0.0,1
disloyal Customer,15,Business travel,Business,1672,5,4,5,4,4,5,4,4,4,3,4,5,4,4,22,1.0,1
disloyal Customer,20,Business travel,Eco,1619,3,3,3,3,5,3,4,5,5,5,4,4,4,5,4,0.0,0
Loyal Customer,29,Business travel,Business,3455,1,1,3,1,3,3,3,3,3,4,4,4,4,3,0,0.0,1
Loyal Customer,34,Personal Travel,Eco,2242,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0,1
Loyal Customer,25,Personal Travel,Eco,1602,2,5,2,1,4,2,4,4,3,4,4,5,5,4,2,5.0,0
Loyal Customer,68,Personal Travel,Eco,2710,4,4,3,4,5,5,5,5,4,3,4,5,4,5,0,7.0,1
Loyal Customer,46,Business travel,Business,2649,1,2,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0,1
disloyal Customer,25,Business travel,Business,1810,5,0,5,4,2,5,2,2,4,3,4,5,4,2,0,0.0,1
disloyal Customer,40,Business travel,Business,1904,2,2,2,1,5,2,5,5,5,4,5,3,4,5,15,7.0,0
disloyal Customer,30,Business travel,Eco,2144,3,3,3,3,1,3,1,1,2,4,2,5,1,1,0,2.0,0
Loyal Customer,65,Personal Travel,Eco,346,4,4,4,4,4,4,4,4,1,3,4,4,2,4,0,4.0,1
Loyal Customer,30,Business travel,Business,3795,2,2,2,2,4,4,4,4,3,3,5,2,3,4,0,0.0,1
disloyal Customer,39,Business travel,Business,1402,2,2,2,1,2,2,2,2,4,2,5,4,4,2,0,0.0,0
Loyal Customer,47,Business travel,Business,539,4,4,4,4,4,5,5,3,3,3,3,4,3,5,90,77.0,1
Loyal Customer,43,Business travel,Business,2065,3,3,4,3,2,5,5,4,4,4,4,4,4,3,1,1.0,1
Loyal Customer,13,Personal Travel,Eco,1052,2,2,2,2,5,4,4,3,3,4,3,4,3,3,0,13.0,1
disloyal Customer,42,Business travel,Business,1742,4,4,4,4,4,4,4,4,3,3,4,3,4,4,2,0.0,1
disloyal Customer,27,Business travel,Eco,2157,1,1,1,3,3,1,2,3,2,1,2,3,5,3,0,0.0,0
Loyal Customer,13,Personal Travel,Eco,2314,5,5,5,5,5,5,4,3,3,3,3,3,3,3,0,0.0,1
disloyal Customer,23,Business travel,Eco,3428,1,1,1,1,1,5,5,4,2,3,4,5,2,5,3,0.0,0
Loyal Customer,44,Business travel,Eco,2492,4,5,5,5,4,4,4,3,5,4,1,4,1,4,0,0.0,1
disloyal Customer,19,Business travel,Eco,1373,4,4,5,4,2,5,2,2,4,3,5,3,4,2,0,7.0,1
Loyal Customer,25,Business travel,Business,2201,3,3,3,3,5,5,5,5,4,5,5,5,4,5,0,0.0,1
Loyal Customer,59,Personal Travel,Eco,2952,2,0,2,1,1,2,1,1,4,2,5,3,4,1,11,0.0,0
Loyal Customer,50,Business travel,Business,2324,5,5,5,5,2,5,4,4,4,4,4,3,4,4,0,0.0,1
Loyal Customer,28,Personal Travel,Eco Plus,2311,4,3,4,4,1,4,1,1,5,3,3,5,4,1,8,0.0,0
Loyal Customer,27,Business travel,Business,3417,2,5,5,5,2,2,2,2,2,2,2,3,3,2,0,0.0,0
Loyal Customer,47,Business travel,Eco Plus,1802,3,3,3,3,3,3,3,3,3,4,3,2,3,3,0,0.0,0
Loyal Customer,23,Business travel,Eco,1602,4,5,5,5,4,4,3,4,3,3,5,1,1,4,0,0.0,1
Loyal Customer,41,Business travel,Business,1909,3,5,5,5,2,4,3,3,3,3,3,4,3,3,0,0.0,0
Loyal Customer,35,Business travel,Business,2126,3,3,3,3,1,3,2,5,5,5,5,1,5,1,11,5.0,1
Loyal Customer,45,Business travel,Business,1811,4,1,4,4,4,4,4,4,4,5,5,4,4,4,152,139.0,1
Loyal Customer,10,Personal Travel,Eco,1723,4,5,4,2,2,4,1,2,4,2,4,3,4,2,0,0.0,1
Loyal Customer,48,Business travel,Business,3394,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,0.0,1
disloyal Customer,38,Business travel,Business,2793,4,4,4,4,1,4,1,1,1,3,1,5,4,1,17,20.0,1
Loyal Customer,53,Business travel,Business,3293,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0.0,1
Loyal Customer,63,Personal Travel,Eco Plus,211,5,4,5,4,5,5,5,5,4,1,3,3,4,5,0,1.0,1
Loyal Customer,19,Personal Travel,Eco,2241,4,5,4,3,3,4,1,3,1,1,2,5,4,3,0,0.0,0
disloyal Customer,31,Business travel,Eco,2449,2,2,2,3,1,2,1,1,2,2,4,2,4,1,0,0.0,0
Loyal Customer,72,Business travel,Eco Plus,1702,1,3,3,3,4,3,4,1,1,1,1,3,1,3,12,13.0,0
Loyal Customer,51,Business travel,Business,2950,3,5,5,5,4,2,3,3,3,3,3,4,3,4,27,23.0,0
Loyal Customer,32,Business travel,Business,3217,2,5,4,5,2,2,2,2,4,1,4,1,3,2,28,19.0,0
Loyal Customer,24,Personal Travel,Eco Plus,1866,3,2,3,3,4,3,4,4,3,5,3,4,4,4,12,12.0,0
Loyal Customer,34,Business travel,Business,3471,2,5,1,5,3,4,4,2,2,2,2,3,2,4,0,0.0,0
Loyal Customer,60,Business travel,Business,303,1,1,1,1,2,5,4,5,5,5,5,4,5,5,36,27.0,1
Loyal Customer,25,Personal Travel,Eco Plus,2188,1,4,1,5,5,1,5,5,1,1,1,3,4,5,0,0.0,0
Loyal Customer,28,Business travel,Business,1810,2,2,2,2,3,4,3,3,3,4,5,5,4,3,29,33.0,1
Loyal Customer,41,Personal Travel,Eco,1828,3,3,3,3,5,4,5,4,4,4,4,4,4,3,9,5.0,1
Loyal Customer,51,Business travel,Business,2038,3,5,3,3,3,4,5,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,8,Personal Travel,Business,1425,1,5,1,2,4,1,4,4,4,3,4,3,5,4,0,0.0,0
Loyal Customer,43,Business travel,Business,2106,5,5,4,5,2,5,3,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,55,Business travel,Eco Plus,462,5,4,4,4,2,4,2,5,5,5,5,4,5,3,16,10.0,1
Loyal Customer,69,Personal Travel,Eco,2356,0,5,0,3,5,4,4,5,5,0,5,2,5,3,9,0.0,1
Loyal Customer,43,Business travel,Business,2844,3,1,2,1,4,2,3,3,3,3,3,3,3,3,0,0.0,0
Loyal Customer,58,Personal Travel,Eco,459,5,5,5,2,1,5,1,1,3,5,1,5,4,1,49,69.0,1
Loyal Customer,44,Business travel,Eco,372,2,1,1,1,1,4,3,2,2,2,2,2,2,3,46,32.0,0
Loyal Customer,56,Business travel,Business,3542,3,3,1,3,2,4,5,3,3,3,3,4,3,5,0,0.0,1
Loyal Customer,43,Business travel,Eco Plus,2371,4,5,5,5,5,4,5,5,4,1,2,1,2,5,17,0.0,0
disloyal Customer,42,Business travel,Business,3126,4,4,4,3,5,4,5,5,5,4,3,3,5,5,19,24.0,0
Loyal Customer,67,Personal Travel,Eco,555,1,1,1,1,5,5,4,5,5,5,5,3,5,5,86,68.0,1
Loyal Customer,52,Personal Travel,Eco,2819,4,4,4,3,4,4,4,4,4,5,5,4,4,4,0,0.0,0
Loyal Customer,47,Business travel,Business,2479,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,45,Business travel,Eco,1660,4,3,3,3,4,4,4,4,4,1,4,4,3,4,16,19.0,0
Loyal Customer,67,Personal Travel,Eco,2700,4,5,4,3,2,5,5,4,4,4,1,5,4,5,0,18.0,0
Loyal Customer,21,Personal Travel,Business,2062,2,5,2,1,1,2,1,1,3,3,5,3,5,1,0,0.0,0
Loyal Customer,19,Personal Travel,Eco,1737,1,0,0,4,1,0,1,1,4,4,5,3,5,1,0,0.0,0
Loyal Customer,61,Personal Travel,Eco,529,4,3,4,3,4,4,4,1,1,4,1,1,1,4,0,0.0,0
disloyal Customer,23,Business travel,Eco,1583,1,5,1,3,4,1,4,4,3,5,5,3,5,4,39,70.0,0
Loyal Customer,41,Business travel,Eco,1991,3,1,5,5,3,3,3,3,1,5,2,1,2,3,0,27.0,1
Loyal Customer,16,Personal Travel,Eco,2149,3,3,3,3,5,3,4,5,5,5,5,3,5,5,11,4.0,1
Loyal Customer,61,Personal Travel,Eco,1929,2,2,3,3,3,3,3,2,4,3,4,3,3,3,142,151.0,0
Loyal Customer,58,Business travel,Business,2841,2,3,2,2,5,5,5,5,5,4,5,4,5,5,5,0.0,1
Loyal Customer,24,Personal Travel,Eco,1660,1,3,1,4,3,1,3,3,1,4,4,1,4,3,82,72.0,0
Loyal Customer,43,Business travel,Business,1611,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,1
disloyal Customer,22,Business travel,Eco,1574,2,0,2,3,1,2,1,1,4,5,4,4,5,1,0,0.0,0
Loyal Customer,47,Business travel,Business,364,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,51,Business travel,Business,624,1,1,1,1,4,4,5,4,4,4,4,5,4,3,28,46.0,1
Loyal Customer,55,Business travel,Business,3326,1,3,3,3,5,2,2,1,1,1,1,2,1,2,68,52.0,0
Loyal Customer,55,Business travel,Business,3361,4,4,4,4,5,5,5,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,34,Business travel,Eco Plus,2217,4,5,5,5,4,4,4,4,4,5,4,4,5,4,0,0.0,1
disloyal Customer,18,Business travel,Eco,1773,4,5,5,3,1,5,5,1,2,1,4,1,3,1,29,21.0,0
Loyal Customer,54,Personal Travel,Eco,1011,4,3,3,3,4,4,4,4,2,3,1,2,3,4,0,0.0,1
Loyal Customer,39,Personal Travel,Business,844,2,2,2,4,2,4,4,4,4,2,4,3,4,1,76,68.0,0
Loyal Customer,28,Personal Travel,Eco,3209,4,5,4,5,1,4,1,1,5,2,3,3,4,1,0,0.0,1
disloyal Customer,31,Personal Travel,Eco,2225,3,4,3,3,5,3,5,5,3,1,3,4,3,5,69,60.0,0
Loyal Customer,51,Business travel,Business,2085,4,3,3,3,3,3,4,4,4,4,4,1,4,3,1,0.0,0
Loyal Customer,53,Business travel,Business,4015,2,2,4,2,2,5,5,4,4,4,4,5,4,5,0,0.0,1
Loyal Customer,55,Business travel,Eco,506,1,5,5,5,1,4,4,1,1,1,1,3,1,3,77,70.0,0
Loyal Customer,54,Business travel,Business,2067,2,2,2,2,4,4,5,3,3,3,3,5,3,4,0,10.0,1
Loyal Customer,26,Personal Travel,Eco,1786,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0.0,1
Loyal Customer,44,Business travel,Business,647,3,3,3,3,3,4,4,4,4,4,4,4,4,5,0,14.0,1
Loyal Customer,39,Personal Travel,Eco,1597,4,5,4,4,4,4,4,4,3,5,5,4,4,4,0,0.0,1
disloyal Customer,48,Business travel,Business,2376,2,2,2,4,5,2,3,5,4,5,4,3,5,5,19,2.0,0
Loyal Customer,35,Business travel,Eco,2317,4,4,4,4,4,4,4,4,3,5,1,3,5,4,0,0.0,1
Loyal Customer,32,Personal Travel,Eco,2284,1,3,1,3,3,1,3,3,2,5,2,4,4,3,27,9.0,0
Loyal Customer,31,Personal Travel,Business,3054,5,0,5,1,4,5,4,4,3,2,4,5,5,4,12,2.0,1
Loyal Customer,43,Business travel,Business,3203,2,2,2,2,2,5,4,4,4,4,4,4,4,3,8,0.0,1
Loyal Customer,37,Business travel,Business,4002,1,1,1,1,1,4,4,3,3,3,1,3,3,4,16,11.0,0
disloyal Customer,26,Business travel,Eco,3025,1,1,1,4,3,1,3,3,4,5,3,2,4,3,16,14.0,0
Loyal Customer,57,Personal Travel,Eco,1896,2,5,2,3,5,2,5,5,4,5,4,5,5,5,0,0.0,0
Loyal Customer,59,Business travel,Eco,1597,5,1,1,1,1,4,1,5,5,5,5,1,5,4,35,27.0,1
Loyal Customer,58,Business travel,Business,2835,2,2,3,2,4,4,5,5,5,5,5,5,5,5,0,0.0,1
Loyal Customer,27,Personal Travel,Eco,2347,3,4,3,1,3,3,3,3,4,2,5,5,5,3,0,0.0,0
disloyal Customer,26,Business travel,Eco,1570,3,0,3,3,4,3,1,4,4,4,2,1,4,4,13,14.0,0
Loyal Customer,15,Personal Travel,Eco,1945,5,4,4,4,4,3,2,5,5,5,5,1,5,1,0,5.0,1
Loyal Customer,17,Personal Travel,Business,1530,1,1,1,1,4,2,4,5,5,5,5,5,5,1,0,0.0,1
Loyal Customer,22,Business travel,Business,5127,3,4,3,4,3,3,3,3,4,4,4,2,4,3,0,0.0,0
Loyal Customer,34,Business travel,Business,1145,5,5,5,5,3,4,5,3,3,3,3,3,3,4,0,1.0,1
