Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
disloyal Customer,20,Business travel,Eco,2403,5,5,5,3,3,5,3,3,3,3,5,5,4,3,4,0.0,1
Loyal Customer,63,Business travel,Business,1560,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0.0,1
disloyal Customer,22,Business travel,Eco,1719,3,0,4,2,1,4,2,1,3,5,4,3,4,1,22,14.0,0
Loyal Customer,41,Business travel,Business,426,3,3,3,3,2,4,4,2,2,2,2,5,2,5,4,2.0,1
Loyal Customer,31,Personal Travel,Eco,2433,4,4,4,4,3,5,5,4,4,4,4,4,4,5,6,6.0,1
Loyal Customer,61,Business travel,Eco,1884,2,2,3,2,2,2,2,2,2,2,3,1,4,2,0,0.0,0
Loyal Customer,13,Personal Travel,Eco,1467,4,5,3,1,1,3,1,1,5,3,5,4,4,1,0,0.0,1
disloyal Customer,52,Business travel,Eco Plus,2358,2,2,2,3,1,2,1,1,3,1,3,3,2,1,0,0.0,0
Loyal Customer,42,Business travel,Business,1170,1,1,1,1,5,5,5,2,2,2,2,3,2,3,8,0.0,1
Loyal Customer,39,Business travel,Eco Plus,1801,4,1,1,1,4,4,4,4,1,5,5,1,3,4,50,53.0,1
Loyal Customer,65,Personal Travel,Eco Plus,969,4,4,4,3,5,5,4,5,5,4,5,4,5,4,0,0.0,0
Loyal Customer,62,Personal Travel,Eco,514,4,1,4,2,4,2,3,1,1,4,1,4,1,1,0,0.0,0
Loyal Customer,43,Business travel,Business,1108,4,4,4,4,4,4,4,4,4,4,4,3,4,4,37,12.0,1
Loyal Customer,42,Business travel,Business,243,1,1,1,1,1,2,4,4,4,4,5,3,4,3,50,43.0,1
Loyal Customer,37,Personal Travel,Eco,1552,4,4,3,2,2,3,2,2,3,2,4,5,4,2,0,0.0,0
Loyal Customer,59,Business travel,Business,2841,5,5,5,5,4,4,5,5,5,5,5,4,5,4,0,0.0,1
Loyal Customer,62,Business travel,Business,1150,4,4,4,4,5,4,1,5,5,5,5,5,5,4,0,0.0,1
Loyal Customer,53,Personal Travel,Eco Plus,245,5,5,5,5,3,5,5,4,4,4,4,5,4,5,27,19.0,1
Loyal Customer,45,Business travel,Business,66,5,4,5,5,3,5,5,4,4,4,5,4,4,3,126,119.0,1
Loyal Customer,32,Personal Travel,Eco,1387,4,4,4,4,3,5,3,3,3,4,3,3,3,1,0,0.0,1
Loyal Customer,26,Business travel,Business,2052,4,4,4,4,4,4,4,4,5,5,5,5,5,4,14,9.0,1
Loyal Customer,29,Business travel,Business,3677,2,1,1,1,2,2,2,2,2,5,3,4,3,2,5,6.0,0
disloyal Customer,44,Business travel,Eco,1834,2,2,2,4,3,2,4,3,2,2,4,2,3,3,0,0.0,0
Loyal Customer,20,Personal Travel,Eco,2902,2,5,2,3,5,2,1,5,1,3,4,1,2,5,0,0.0,0
Loyal Customer,50,Business travel,Business,1616,4,4,4,4,4,5,5,2,2,2,2,3,2,4,14,10.0,1
Loyal Customer,36,Personal Travel,Eco Plus,1940,4,3,4,3,5,4,5,5,3,2,2,3,2,5,42,57.0,1
disloyal Customer,24,Business travel,Eco,2122,2,2,2,2,2,2,2,2,4,5,4,3,2,2,0,0.0,0
Loyal Customer,59,Personal Travel,Eco,1907,3,3,3,3,3,3,3,3,4,4,3,1,4,3,5,11.0,0
Loyal Customer,16,Personal Travel,Eco,1444,4,4,4,2,3,4,3,3,4,2,4,4,4,3,0,0.0,0
Loyal Customer,17,Personal Travel,Eco,1529,4,5,4,4,5,4,5,5,1,5,2,5,4,5,0,0.0,0
Loyal Customer,41,Business travel,Business,1915,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,6.0,1
Loyal Customer,41,Business travel,Business,1923,3,3,5,3,5,5,5,5,5,5,5,5,5,3,1,0.0,1
Loyal Customer,44,Personal Travel,Eco Plus,486,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,0.0,1
Loyal Customer,38,Business travel,Eco,2633,4,1,1,1,4,4,4,2,5,2,5,4,1,4,158,150.0,1
Loyal Customer,26,Business travel,Business,2895,5,1,5,5,2,2,2,2,5,1,3,5,1,2,0,0.0,1
disloyal Customer,11,Business travel,Eco,2667,3,3,3,4,3,3,5,3,4,1,4,2,4,3,11,18.0,0
Loyal Customer,58,Business travel,Business,1447,2,2,3,2,2,4,5,4,4,4,4,4,4,4,26,31.0,1
Loyal Customer,9,Personal Travel,Eco,2228,1,1,1,4,4,1,4,4,2,5,2,3,4,4,0,0.0,0
Loyal Customer,62,Business travel,Business,2303,2,2,4,2,3,1,2,5,5,5,4,2,5,2,0,0.0,1
Loyal Customer,63,Personal Travel,Eco,1697,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11.0,0
Loyal Customer,51,Business travel,Business,1179,4,4,3,4,4,4,5,4,4,4,4,5,4,5,0,0.0,1
disloyal Customer,43,Business travel,Eco,1756,2,0,3,1,2,3,2,2,4,1,4,5,2,2,0,0.0,0
Loyal Customer,27,Personal Travel,Eco,1986,3,2,3,3,3,3,3,1,4,3,3,3,2,3,223,221.0,0
Loyal Customer,56,Business travel,Business,1901,1,1,5,1,3,5,4,5,5,5,5,5,5,3,0,0.0,1
Loyal Customer,58,Business travel,Business,2625,3,3,2,3,3,3,4,5,5,5,5,3,5,4,10,0.0,1
Loyal Customer,14,Personal Travel,Eco,1841,1,1,1,1,4,4,5,2,2,3,2,4,2,5,0,0.0,1
disloyal Customer,14,Business travel,Business,1735,5,0,5,4,4,5,4,4,5,3,5,3,5,4,0,0.0,1
disloyal Customer,23,Business travel,Business,2695,4,1,4,3,1,4,1,1,1,5,4,3,4,1,0,0.0,0
Loyal Customer,53,Business travel,Business,1104,2,5,5,5,4,4,3,2,2,2,2,4,2,4,0,0.0,0
disloyal Customer,26,Business travel,Business,1670,4,4,4,1,5,4,5,5,3,2,5,4,4,5,15,27.0,0
Loyal Customer,41,Personal Travel,Eco,2300,3,5,3,4,1,3,1,1,4,3,5,3,5,1,0,0.0,0
Loyal Customer,62,Personal Travel,Eco,1444,3,5,3,4,2,3,2,2,3,4,2,2,1,2,16,18.0,0
Loyal Customer,30,Personal Travel,Eco,1535,5,4,5,2,1,5,1,1,4,5,4,5,4,1,13,2.0,1
Loyal Customer,43,Personal Travel,Eco,428,2,4,2,2,2,5,4,5,5,5,5,4,5,5,0,0.0,1
Loyal Customer,47,Business travel,Business,346,1,2,2,2,1,4,4,1,1,1,1,4,1,2,0,0.0,0
Loyal Customer,41,Business travel,Business,1642,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0.0,1
Loyal Customer,60,Business travel,Business,234,5,5,5,5,3,5,4,5,5,4,4,5,5,4,0,0.0,1
Loyal Customer,69,Personal Travel,Eco,3798,3,4,3,4,3,3,3,3,5,4,4,5,5,3,0,0.0,0
Loyal Customer,40,Business travel,Business,2037,1,1,1,1,2,4,5,5,5,5,5,3,5,3,22,7.0,1
Loyal Customer,54,Business travel,Business,262,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,0.0,1
disloyal Customer,37,Business travel,Business,1535,4,4,4,1,2,4,2,2,3,4,4,3,5,2,0,0.0,1
disloyal Customer,32,Business travel,Eco,1323,3,0,3,4,4,3,4,4,1,3,5,1,5,4,0,0.0,0
Loyal Customer,50,Personal Travel,Eco,1192,2,4,2,2,1,2,1,1,2,4,2,1,2,1,0,0.0,0
Loyal Customer,57,Business travel,Business,350,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0,1
Loyal Customer,27,Business travel,Business,2654,2,5,5,5,2,2,2,2,2,2,4,2,3,2,8,0.0,0
disloyal Customer,47,Business travel,Business,1861,2,2,2,5,2,2,2,2,5,5,5,4,4,2,0,0.0,0
Loyal Customer,61,Personal Travel,Eco Plus,2629,1,4,1,3,1,4,5,3,3,5,5,5,4,5,139,119.0,0
Loyal Customer,42,Business travel,Business,306,1,1,1,1,5,4,5,5,5,5,5,3,5,5,16,7.0,1
Loyal Customer,57,Personal Travel,Eco,1025,0,1,0,4,5,0,4,5,4,2,3,2,4,5,45,57.0,1
Loyal Customer,18,Personal Travel,Eco,1424,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,0.0,1
disloyal Customer,41,Business travel,Business,1618,4,4,4,4,5,4,5,5,4,5,3,4,4,5,61,62.0,0
disloyal Customer,30,Business travel,Eco,2172,1,1,1,3,5,1,5,5,5,1,3,2,5,5,0,0.0,0
Loyal Customer,59,Business travel,Business,1716,0,0,0,2,2,5,5,4,4,4,4,3,4,3,34,37.0,1
Loyal Customer,58,Business travel,Business,1881,1,3,3,3,1,3,3,1,1,1,1,1,1,1,0,0.0,0
Loyal Customer,61,Business travel,Business,56,4,3,5,3,2,3,3,1,1,1,4,3,1,4,0,0.0,0
Loyal Customer,40,Business travel,Business,1933,1,1,1,1,2,4,4,5,5,4,5,4,5,4,0,0.0,1
disloyal Customer,36,Business travel,Eco,1272,3,4,3,4,2,3,2,2,3,4,3,1,3,2,0,0.0,0
disloyal Customer,24,Business travel,Eco,3001,2,2,2,5,4,2,4,4,2,2,5,3,4,4,0,0.0,0
Loyal Customer,36,Personal Travel,Eco,1519,1,4,1,3,4,1,4,4,1,5,3,2,4,4,0,0.0,0
Loyal Customer,21,Personal Travel,Eco,3295,1,0,1,5,5,1,5,5,3,3,4,5,5,5,0,29.0,0
Loyal Customer,23,Personal Travel,Eco,1718,5,5,5,5,2,2,2,2,5,4,4,4,4,2,0,0.0,1
Loyal Customer,24,Business travel,Business,2786,5,4,4,4,5,4,5,5,1,2,4,2,4,5,1,0.0,0
disloyal Customer,23,Business travel,Business,2291,5,0,5,5,5,5,3,5,3,4,2,3,4,5,0,0.0,1
Loyal Customer,49,Business travel,Eco,1707,2,2,2,2,2,2,2,2,4,1,4,2,3,2,0,0.0,0
Loyal Customer,42,Business travel,Business,3656,0,5,0,4,2,5,4,1,1,1,1,3,1,3,0,0.0,1
Loyal Customer,57,Business travel,Eco,238,3,2,2,2,1,1,3,3,3,3,3,2,3,2,0,0.0,1
Loyal Customer,44,Business travel,Business,2540,4,4,4,4,2,3,5,4,4,4,4,5,4,3,0,0.0,1
Loyal Customer,51,Business travel,Business,406,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,35,Personal Travel,Eco Plus,3194,2,2,2,2,4,5,5,4,4,4,4,4,4,3,12,21.0,1
Loyal Customer,33,Business travel,Business,2067,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,0.0,1
Loyal Customer,28,Personal Travel,Eco,1299,3,3,3,1,1,3,1,1,1,4,5,5,5,1,0,0.0,0
Loyal Customer,43,Business travel,Eco Plus,897,3,2,2,2,2,2,3,3,3,3,3,2,3,2,17,4.0,0
Loyal Customer,54,Business travel,Business,2018,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0,3.0,1
Loyal Customer,69,Personal Travel,Eco,2636,2,4,2,4,3,2,3,3,2,5,3,3,3,3,0,0.0,0
Loyal Customer,15,Personal Travel,Eco,1627,5,5,3,1,5,3,5,5,5,2,5,5,1,5,8,0.0,1
Loyal Customer,37,Business travel,Business,324,0,0,0,5,2,4,5,3,3,3,3,5,3,3,0,0.0,1
Loyal Customer,66,Personal Travel,Eco,1206,3,4,3,5,2,3,2,2,4,2,4,4,4,2,10,33.0,0
disloyal Customer,38,Business travel,Eco,2440,1,1,1,1,3,1,3,3,3,2,1,4,3,3,0,0.0,0
disloyal Customer,36,Business travel,Business,2219,3,3,3,5,2,3,2,2,5,3,5,3,5,2,0,0.0,0
Loyal Customer,66,Business travel,Business,312,1,3,3,3,4,3,4,1,1,1,1,3,1,3,0,0.0,0
Loyal Customer,9,Personal Travel,Eco,2205,5,3,5,3,4,5,4,4,5,1,1,2,1,4,0,0.0,1
Loyal Customer,9,Personal Travel,Eco,1288,2,1,0,3,4,0,4,4,1,5,4,3,4,4,0,0.0,0
Loyal Customer,30,Personal Travel,Eco,2163,0,0,0,3,3,4,4,5,5,4,4,3,5,4,1,0.0,1
disloyal Customer,20,Business travel,Eco,1726,1,2,1,3,2,1,2,2,4,4,3,4,4,2,16,6.0,0
Loyal Customer,16,Personal Travel,Eco,1284,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0,0.0,1
Loyal Customer,35,Business travel,Business,1072,3,2,2,2,2,4,3,3,3,3,3,3,3,2,0,0.0,0
Loyal Customer,60,Business travel,Eco Plus,1810,4,2,3,3,4,4,4,4,5,1,1,3,1,4,1,0.0,1
disloyal Customer,22,Business travel,Eco,2149,4,4,4,2,3,4,3,3,5,3,5,5,4,3,0,0.0,1
Loyal Customer,56,Business travel,Business,2157,3,3,3,3,5,5,5,5,5,5,5,3,5,4,38,25.0,1
Loyal Customer,36,Personal Travel,Eco,1604,4,2,4,4,1,4,1,1,1,2,3,3,3,1,0,0.0,0
Loyal Customer,51,Business travel,Eco,457,2,4,4,4,5,3,4,2,2,2,2,1,2,4,11,10.0,0
Loyal Customer,29,Business travel,Eco,2582,5,1,1,1,5,5,5,5,5,1,4,1,2,5,72,89.0,1
Loyal Customer,13,Personal Travel,Eco,2058,1,4,1,5,4,1,3,4,5,3,5,5,4,4,0,0.0,0
Loyal Customer,37,Personal Travel,Business,2130,5,1,5,3,3,5,3,3,2,5,3,3,3,3,0,0.0,1
Loyal Customer,46,Business travel,Business,275,4,4,4,4,5,4,5,5,5,5,5,5,5,3,0,0.0,1
Loyal Customer,52,Personal Travel,Business,316,4,4,4,4,4,4,4,4,4,4,2,4,4,3,0,0.0,0
Loyal Customer,46,Business travel,Business,1831,3,2,3,3,3,4,5,4,4,4,4,3,4,4,0,0.0,1
Loyal Customer,54,Personal Travel,Eco,2748,2,5,2,1,4,2,4,4,1,4,4,1,3,4,0,0.0,0
Loyal Customer,28,Business travel,Business,1129,1,1,1,1,5,5,5,5,3,2,4,3,5,5,0,0.0,1
Loyal Customer,34,Business travel,Business,1712,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0.0,1
Loyal Customer,60,Business travel,Business,2623,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,48,Business travel,Business,714,5,5,5,5,2,4,5,4,4,4,4,5,4,3,18,12.0,1
disloyal Customer,18,Business travel,Business,1910,0,1,0,2,2,0,2,2,4,2,4,4,4,2,0,0.0,1
Loyal Customer,54,Business travel,Business,412,5,5,5,5,4,5,4,5,5,5,5,5,5,3,0,0.0,1
Loyal Customer,48,Business travel,Eco,1010,5,5,5,5,4,5,3,5,5,5,5,2,5,1,0,0.0,1
disloyal Customer,28,Business travel,Business,1230,1,1,1,4,3,1,3,3,5,4,4,3,5,3,9,6.0,0
Loyal Customer,54,Business travel,Eco Plus,1088,3,5,5,5,1,4,3,3,3,3,3,2,3,1,0,0.0,0
Loyal Customer,32,Personal Travel,Eco,1487,3,3,3,3,2,5,5,4,4,4,4,4,4,4,0,0.0,1
disloyal Customer,22,Business travel,Business,1802,0,0,0,1,4,0,1,4,3,3,5,4,4,4,0,0.0,1
Loyal Customer,19,Personal Travel,Eco,2393,5,2,5,3,5,1,1,3,4,3,4,1,2,1,165,146.0,1
Loyal Customer,35,Personal Travel,Eco,1921,5,5,5,1,4,5,4,4,3,4,5,3,5,4,47,44.0,1
Loyal Customer,35,Business travel,Business,2307,1,1,1,1,5,5,4,5,5,5,5,4,5,3,24,17.0,1
Loyal Customer,11,Personal Travel,Eco Plus,2721,1,1,1,1,2,5,4,5,5,5,5,3,5,5,13,14.0,1
Loyal Customer,49,Business travel,Business,2589,2,5,5,5,1,2,3,2,2,2,2,3,2,1,45,40.0,0
Loyal Customer,57,Personal Travel,Eco Plus,880,3,4,3,3,4,5,4,3,3,4,3,4,3,4,10,0.0,1
Loyal Customer,26,Personal Travel,Eco,2135,2,4,3,1,3,3,3,3,3,3,5,3,5,3,0,0.0,0
Loyal Customer,68,Personal Travel,Eco Plus,973,4,5,5,5,2,4,3,4,4,4,4,1,4,2,28,22.0,1
Loyal Customer,54,Personal Travel,Eco,1679,3,5,3,4,1,3,1,1,5,5,5,5,5,1,7,6.0,0
Loyal Customer,41,Business travel,Business,444,4,4,2,4,1,5,1,4,4,4,4,5,4,2,0,7.0,1
disloyal Customer,33,Business travel,Eco,1635,1,1,1,4,5,1,5,5,1,1,3,3,4,5,0,0.0,0
Loyal Customer,26,Business travel,Business,2091,2,2,2,2,5,5,5,5,2,2,2,1,4,5,25,24.0,1
Loyal Customer,59,Personal Travel,Eco,247,3,3,3,3,5,5,5,5,4,4,4,4,5,5,0,0.0,1
Loyal Customer,42,Business travel,Eco Plus,255,2,1,1,1,3,3,3,2,2,2,2,1,2,2,0,0.0,0
disloyal Customer,24,Business travel,Business,1335,4,0,4,3,3,4,2,3,4,2,4,3,5,3,0,0.0,1
Loyal Customer,13,Personal Travel,Eco Plus,3464,3,2,3,3,3,3,3,3,3,2,4,2,3,3,0,0.0,0
disloyal Customer,33,Business travel,Eco,1969,3,5,3,5,3,3,3,3,1,1,1,5,3,3,47,50.0,0
Loyal Customer,13,Personal Travel,Eco,1636,5,4,5,1,2,5,2,2,5,3,5,4,5,2,1,0.0,1
Loyal Customer,28,Business travel,Business,1420,2,1,1,1,2,2,2,2,3,3,3,2,3,2,54,42.0,0
Loyal Customer,53,Business travel,Business,2355,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,65,Personal Travel,Eco,3722,2,2,2,4,2,2,2,3,4,4,3,2,2,2,0,0.0,0
disloyal Customer,23,Business travel,Eco,1874,2,4,2,4,2,2,2,2,4,2,5,4,5,2,0,0.0,0
Loyal Customer,46,Business travel,Business,2755,2,2,2,2,5,5,5,4,4,4,4,5,5,5,140,116.0,1
Loyal Customer,35,Business travel,Business,2066,3,1,1,1,3,4,3,3,3,3,3,1,3,2,99,81.0,0
disloyal Customer,36,Business travel,Eco Plus,1495,2,2,2,3,4,2,4,4,4,5,3,3,3,4,0,0.0,0
Loyal Customer,39,Personal Travel,Eco,1498,2,4,3,3,4,3,4,4,4,3,5,4,5,4,1,10.0,0
Loyal Customer,61,Personal Travel,Eco,1964,2,5,2,5,1,2,1,1,4,3,4,1,5,1,0,0.0,0
disloyal Customer,37,Business travel,Eco,1676,2,5,2,3,4,2,4,4,4,1,1,4,1,4,1,0.0,0
disloyal Customer,38,Business travel,Business,1369,5,0,0,1,2,0,2,2,4,5,4,5,5,2,0,0.0,1
Loyal Customer,51,Business travel,Business,3026,4,4,4,4,5,5,5,4,4,4,4,4,4,3,22,20.0,1
Loyal Customer,47,Business travel,Business,1592,5,5,5,5,1,1,3,4,4,4,4,5,4,4,13,6.0,1
Loyal Customer,37,Personal Travel,Eco,1332,3,5,5,5,1,5,1,1,5,2,5,3,4,1,0,2.0,0
Loyal Customer,54,Business travel,Business,2852,5,5,5,5,4,4,4,4,4,4,4,3,4,5,0,0.0,1
disloyal Customer,25,Business travel,Business,1508,5,0,4,3,2,4,2,2,5,5,4,5,4,2,0,0.0,1
Loyal Customer,42,Business travel,Eco,527,5,5,5,5,4,2,1,5,5,5,5,5,5,2,5,0.0,1
Loyal Customer,49,Business travel,Business,373,2,5,5,5,3,3,4,2,2,2,2,2,2,3,54,51.0,0
