Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
disloyal Customer,25,Business travel,Eco,2398,2,2,2,3,2,5,5,3,1,4,4,5,1,5,0,0.0,0
disloyal Customer,32,Business travel,Eco,1621,1,3,1,5,5,1,1,5,3,1,3,5,3,5,0,10.0,0
disloyal Customer,22,Business travel,Eco,1499,4,0,4,4,4,4,4,4,4,4,2,3,5,4,0,0.0,1
Loyal Customer,23,Personal Travel,Eco,2216,3,5,3,4,4,3,2,4,5,2,5,5,5,4,0,0.0,0
Loyal Customer,25,Business travel,Eco Plus,3905,2,2,3,2,2,2,4,2,2,4,3,1,4,2,0,0.0,0
disloyal Customer,21,Business travel,Eco,1722,4,1,4,4,5,4,5,5,4,3,3,2,4,5,8,23.0,0
disloyal Customer,25,Business travel,Business,1509,4,1,4,5,2,4,5,2,4,4,4,3,5,2,0,1.0,1
Loyal Customer,45,Business travel,Business,3337,5,5,5,5,3,2,5,5,5,5,5,2,5,5,47,29.0,1
disloyal Customer,38,Business travel,Eco,1413,2,0,2,4,2,2,2,2,5,4,1,4,5,2,0,2.0,0
Loyal Customer,9,Personal Travel,Eco,2069,4,3,3,3,4,4,4,4,4,5,5,2,5,4,0,0.0,1
Loyal Customer,42,Business travel,Business,2967,0,0,0,2,3,4,4,3,3,5,5,4,3,5,0,0.0,1
Loyal Customer,67,Business travel,Eco Plus,1290,1,2,4,2,5,4,3,1,1,1,1,2,1,2,33,33.0,0
disloyal Customer,15,Business travel,Eco,2245,4,4,4,5,4,4,4,4,2,3,5,2,3,4,7,0.0,1
disloyal Customer,33,Business travel,Eco,2251,2,2,2,4,1,2,1,1,4,2,5,1,5,1,0,0.0,0
Loyal Customer,60,Business travel,Business,2053,2,2,2,2,5,5,4,3,3,4,3,3,3,4,8,0.0,1
Loyal Customer,42,Business travel,Business,2228,4,4,4,4,5,4,5,4,4,4,4,3,4,5,9,9.0,1
Loyal Customer,43,Business travel,Business,287,0,0,0,4,3,4,5,3,3,3,3,3,3,4,28,11.0,1
Loyal Customer,67,Personal Travel,Eco,465,0,1,0,4,2,3,4,4,4,0,2,1,4,3,35,69.0,1
Loyal Customer,40,Personal Travel,Eco,2763,4,2,4,4,2,4,2,2,2,5,3,4,4,2,0,0.0,0
Loyal Customer,64,Personal Travel,Eco,76,5,5,5,5,3,5,4,5,5,4,5,3,5,4,0,0.0,1
Loyal Customer,45,Business travel,Business,2365,3,3,3,3,5,5,5,3,3,4,3,5,3,4,0,0.0,1
Loyal Customer,44,Business travel,Business,2312,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0.0,1
Loyal Customer,40,Business travel,Business,752,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,36,Business travel,Business,3479,4,4,4,4,2,4,3,4,4,4,4,3,4,4,46,46.0,1
Loyal Customer,55,Business travel,Business,2003,5,5,5,5,4,4,5,3,3,3,3,4,3,3,0,0.0,1
Loyal Customer,50,Personal Travel,Eco,639,2,2,2,2,2,4,4,5,5,5,5,3,5,3,67,50.0,1
Loyal Customer,29,Personal Travel,Eco,2013,1,5,1,3,4,1,4,4,4,5,4,5,4,4,0,0.0,0
Loyal Customer,58,Business travel,Eco,1131,5,5,5,5,2,4,2,5,5,5,5,1,5,4,71,61.0,1
disloyal Customer,39,Business travel,Eco,2268,2,3,2,3,4,2,4,4,1,3,1,4,3,4,0,0.0,0
Loyal Customer,11,Personal Travel,Eco Plus,3106,3,5,3,5,5,3,5,5,4,4,5,3,4,5,0,0.0,0
Loyal Customer,38,Business travel,Business,252,1,1,1,1,1,4,3,1,1,1,1,1,1,1,9,5.0,0
Loyal Customer,45,Business travel,Business,2865,5,5,5,5,3,4,4,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,34,Business travel,Business,905,3,3,3,3,4,2,4,4,4,4,4,2,4,1,0,0.0,1
Loyal Customer,51,Business travel,Business,1127,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0.0,1
Loyal Customer,41,Business travel,Business,1739,2,2,2,2,4,5,4,3,3,3,3,3,3,4,0,0.0,1
Loyal Customer,68,Business travel,Business,3041,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0.0,1
Loyal Customer,48,Business travel,Business,3223,0,0,0,1,2,4,5,2,2,2,2,4,2,3,0,2.0,1
Loyal Customer,59,Business travel,Business,841,3,3,3,3,5,4,4,5,5,5,5,5,5,4,0,0.0,1
Loyal Customer,44,Business travel,Eco,1712,3,1,1,1,3,3,3,3,4,5,4,3,4,3,0,0.0,0
Loyal Customer,39,Business travel,Business,2878,1,1,1,1,3,4,5,5,5,5,5,3,5,5,8,17.0,1
disloyal Customer,43,Business travel,Business,2235,3,3,3,3,4,3,4,4,5,2,5,5,4,4,0,4.0,0
Loyal Customer,55,Personal Travel,Eco,2146,2,5,2,5,2,2,2,3,4,5,5,2,4,2,207,178.0,0
disloyal Customer,17,Business travel,Business,2934,0,5,0,4,4,0,4,4,3,5,5,4,4,4,9,0.0,1
Loyal Customer,55,Personal Travel,Eco,571,1,1,1,1,5,4,5,4,4,5,4,4,4,5,0,10.0,1
disloyal Customer,35,Business travel,Business,2716,2,2,2,2,2,2,2,2,5,2,4,5,5,2,0,0.0,0
Loyal Customer,66,Personal Travel,Eco,2603,3,1,3,1,2,3,2,2,1,4,2,3,1,2,0,0.0,0
Loyal Customer,35,Business travel,Eco Plus,1513,1,2,2,2,1,1,1,1,4,4,4,1,4,1,0,0.0,0
Loyal Customer,43,Personal Travel,Eco,90,3,5,3,5,4,5,3,1,1,3,1,1,1,4,35,34.0,0
disloyal Customer,46,Business travel,Eco,2601,3,3,3,4,1,3,1,1,1,4,4,3,4,1,35,24.0,0
Loyal Customer,59,Business travel,Business,1585,2,2,1,1,3,3,3,2,2,2,2,1,2,3,0,0.0,0
Loyal Customer,32,Business travel,Eco,1244,4,1,1,1,4,4,4,4,2,5,1,3,4,4,96,89.0,1
Loyal Customer,26,Business travel,Business,4510,2,2,2,2,4,4,4,1,1,3,4,4,4,4,48,45.0,1
Loyal Customer,41,Business travel,Eco,2010,4,3,3,3,4,4,4,4,4,5,1,3,3,4,33,26.0,1
Loyal Customer,44,Business travel,Business,3454,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0.0,1
disloyal Customer,52,Business travel,Business,1175,2,2,2,4,2,2,2,2,3,2,4,5,4,2,0,0.0,0
Loyal Customer,37,Business travel,Business,2244,4,4,4,4,1,2,5,5,5,5,4,1,5,5,0,0.0,1
Loyal Customer,56,Business travel,Business,2933,2,2,2,2,5,4,4,4,4,4,5,5,4,5,0,6.0,1
Loyal Customer,42,Business travel,Business,1816,2,5,2,2,5,4,4,4,4,4,4,4,4,5,79,80.0,1
Loyal Customer,24,Personal Travel,Eco,2064,5,5,5,5,5,5,5,4,4,4,4,3,4,5,43,56.0,1
Loyal Customer,59,Business travel,Business,2699,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0.0,1
disloyal Customer,22,Business travel,Eco,1070,3,5,3,4,4,3,4,4,4,2,5,2,1,4,0,7.0,0
Loyal Customer,41,Personal Travel,Eco,2671,5,5,5,5,3,5,4,4,4,4,4,3,4,4,34,23.0,1
disloyal Customer,49,Business travel,Eco,2561,1,2,2,5,2,2,2,2,1,4,3,5,3,2,0,0.0,0
Loyal Customer,52,Personal Travel,Eco,908,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,7.0,1
Loyal Customer,9,Personal Travel,Eco,2240,4,4,4,4,4,4,4,4,3,4,4,3,4,4,0,65.0,1
disloyal Customer,10,Personal Travel,Business,1625,1,4,1,1,4,1,3,4,2,5,5,5,2,4,1,9.0,0
Loyal Customer,46,Business travel,Business,3137,2,2,2,2,4,5,4,4,4,4,4,4,4,5,0,0.0,1
disloyal Customer,14,Business travel,Eco,2534,2,2,2,4,1,2,1,1,2,1,3,2,3,1,85,70.0,0
Loyal Customer,38,Business travel,Business,2245,2,4,4,4,2,3,3,2,2,2,2,1,2,3,9,1.0,0
disloyal Customer,23,Business travel,Eco,1351,2,4,2,3,2,2,2,2,3,4,5,3,2,2,58,58.0,0
Loyal Customer,41,Personal Travel,Eco Plus,1857,3,0,3,5,2,3,2,2,3,3,5,2,1,2,13,15.0,0
Loyal Customer,65,Personal Travel,Eco,2038,1,4,1,5,2,1,2,2,4,4,4,3,5,2,0,0.0,0
disloyal Customer,22,Business travel,Business,1573,0,0,0,1,5,0,1,5,3,3,5,4,4,5,43,30.0,1
Loyal Customer,58,Business travel,Business,3123,5,5,5,5,2,5,4,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,47,Business travel,Eco,1072,5,1,4,4,5,5,5,5,4,2,3,4,4,5,0,0.0,1
Loyal Customer,17,Personal Travel,Eco,2980,2,4,2,1,3,2,3,3,5,3,5,4,4,3,0,0.0,0
Loyal Customer,53,Business travel,Business,1420,5,5,5,5,4,5,5,5,5,5,5,3,5,3,61,39.0,1
Loyal Customer,65,Personal Travel,Eco,1336,4,4,4,4,1,4,1,1,4,3,5,5,4,1,0,3.0,0
Loyal Customer,18,Personal Travel,Eco,1301,2,2,2,2,3,4,4,5,5,5,5,5,5,3,0,0.0,1
Loyal Customer,54,Business travel,Eco,82,2,5,5,5,4,4,5,2,2,2,2,4,2,5,7,0.0,1
Loyal Customer,24,Personal Travel,Eco,1503,2,4,2,3,2,2,2,2,5,3,5,4,5,2,0,26.0,0
Loyal Customer,39,Business travel,Business,50,4,4,4,4,4,5,4,4,4,4,4,3,4,4,0,0.0,1
Loyal Customer,36,Personal Travel,Eco,1458,3,3,3,3,5,3,3,3,3,3,3,3,3,3,0,0.0,1
Loyal Customer,51,Business travel,Business,1225,3,5,5,5,1,3,3,3,3,3,3,1,3,3,10,0.0,0
disloyal Customer,43,Personal Travel,Eco,2748,4,5,5,1,5,5,5,5,4,3,4,5,4,5,0,3.0,0
Loyal Customer,58,Business travel,Business,3344,4,4,4,4,4,5,5,4,4,4,4,3,4,5,5,14.0,1
Loyal Customer,53,Business travel,Business,1007,3,2,2,2,3,2,2,3,3,2,3,2,3,3,0,0.0,0
disloyal Customer,38,Business travel,Business,2538,4,4,4,5,4,4,3,4,3,2,5,3,4,4,1,0.0,1
Loyal Customer,54,Personal Travel,Eco,485,5,4,4,4,5,5,5,5,3,2,5,1,2,5,0,0.0,1
disloyal Customer,26,Business travel,Eco,2112,3,3,3,2,1,3,1,1,1,3,2,4,3,1,29,13.0,0
Loyal Customer,24,Business travel,Eco Plus,1871,0,5,0,2,0,5,5,2,3,1,3,5,5,5,112,146.0,1
Loyal Customer,42,Business travel,Business,2373,2,5,5,5,1,4,4,3,3,2,2,1,3,4,0,6.0,0
Loyal Customer,54,Personal Travel,Eco,593,1,1,1,1,4,4,4,4,4,5,4,3,4,4,0,0.0,1
Loyal Customer,39,Business travel,Eco,1473,2,4,4,4,2,2,2,2,1,5,5,1,1,2,1,17.0,1
Loyal Customer,46,Business travel,Eco,939,3,4,4,4,3,3,3,3,2,5,3,2,2,3,3,0.0,0
disloyal Customer,25,Business travel,Eco,2420,3,3,3,4,2,3,2,2,4,2,3,4,4,2,53,64.0,1
Loyal Customer,24,Personal Travel,Eco,2703,1,5,1,1,5,1,5,5,3,2,5,3,4,5,51,39.0,0
Loyal Customer,60,Business travel,Business,2281,2,2,2,2,2,4,4,2,2,2,2,1,2,4,0,2.0,0
Loyal Customer,54,Business travel,Business,792,1,1,1,1,2,5,5,3,3,3,3,5,3,5,0,0.0,1
disloyal Customer,48,Business travel,Business,2891,5,5,5,2,5,5,5,5,5,2,4,4,5,5,5,29.0,1
Loyal Customer,39,Personal Travel,Eco,1833,1,1,1,1,5,4,5,5,5,4,3,4,4,5,1,1.0,1
disloyal Customer,26,Business travel,Eco,1841,2,2,2,3,2,2,2,2,1,1,3,3,3,2,0,1.0,0
Loyal Customer,48,Business travel,Business,1951,4,4,4,4,4,4,1,5,5,5,5,2,5,2,0,0.0,1
Loyal Customer,44,Personal Travel,Eco Plus,2689,4,5,4,2,3,4,5,3,4,3,3,4,4,3,27,41.0,0
disloyal Customer,46,Business travel,Business,1734,4,4,4,3,1,4,1,1,5,3,5,4,5,1,0,0.0,0
Loyal Customer,35,Business travel,Eco,1616,5,2,2,2,5,5,5,5,3,1,3,5,1,5,0,0.0,1
Loyal Customer,53,Business travel,Business,2487,2,2,2,2,4,5,4,4,4,4,4,3,4,3,0,0.0,1
disloyal Customer,13,Business travel,Eco,1932,1,0,0,2,5,0,5,5,1,4,2,1,5,5,0,0.0,0
Loyal Customer,50,Business travel,Business,1393,2,2,2,2,4,4,5,5,5,5,5,3,5,5,26,17.0,1
Loyal Customer,13,Business travel,Business,1847,3,3,3,3,4,4,4,4,2,5,5,4,4,4,0,0.0,1
Loyal Customer,38,Business travel,Business,375,0,0,0,4,4,4,5,1,1,1,1,4,1,3,0,7.0,1
Loyal Customer,55,Business travel,Business,415,5,5,5,5,2,5,4,4,4,4,4,5,4,3,2,0.0,1
disloyal Customer,20,Business travel,Eco,1004,5,0,5,1,3,5,3,3,4,2,5,4,4,3,0,0.0,1
disloyal Customer,39,Personal Travel,Eco,2230,2,4,2,5,2,2,2,2,2,3,3,5,2,2,0,0.0,0
Loyal Customer,51,Business travel,Business,1032,3,3,2,3,3,5,4,4,4,4,4,4,4,4,8,5.0,1
Loyal Customer,43,Business travel,Business,1895,3,5,4,5,1,4,3,3,3,3,3,2,3,4,0,0.0,0
disloyal Customer,37,Business travel,Eco,1615,2,2,2,3,3,2,3,3,3,2,1,3,4,3,0,0.0,0
disloyal Customer,23,Business travel,Eco,1448,2,0,2,3,2,2,2,2,5,5,5,5,4,2,0,0.0,0
Loyal Customer,27,Business travel,Business,3631,3,3,3,3,5,5,4,5,3,4,4,5,3,5,0,0.0,1
Loyal Customer,36,Business travel,Business,2817,5,5,5,5,5,5,4,5,5,5,5,4,5,4,0,0.0,1
Loyal Customer,49,Personal Travel,Eco Plus,1193,5,5,5,5,2,4,4,4,4,4,4,5,4,4,0,0.0,1
Loyal Customer,37,Personal Travel,Eco,2093,3,4,3,4,3,3,1,3,3,4,4,3,3,3,9,11.0,0
Loyal Customer,39,Business travel,Eco,1674,3,1,5,1,3,3,3,3,4,3,2,1,3,3,0,0.0,0
disloyal Customer,26,Business travel,Eco,2471,3,3,3,3,1,3,1,1,2,2,3,3,4,1,0,23.0,0
disloyal Customer,21,Business travel,Eco,1795,3,3,3,3,3,3,3,3,4,2,3,1,4,3,0,0.0,0
disloyal Customer,25,Business travel,Eco,1898,3,2,2,2,5,2,5,5,1,1,1,2,1,5,107,92.0,0
Loyal Customer,36,Business travel,Business,555,4,2,4,4,5,1,5,4,4,4,4,3,4,5,6,0.0,1
Loyal Customer,46,Business travel,Business,264,1,1,1,1,3,5,5,4,4,4,4,3,4,3,13,3.0,1
disloyal Customer,26,Business travel,Eco Plus,2671,2,2,2,4,5,2,5,5,3,2,5,1,5,5,17,10.0,0
Loyal Customer,42,Business travel,Business,3954,1,5,5,5,1,2,2,1,1,1,1,1,1,4,5,0.0,0
disloyal Customer,42,Business travel,Eco,1879,3,3,3,3,3,3,3,3,1,3,3,2,3,3,12,21.0,0
Loyal Customer,52,Business travel,Business,2782,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0,1
disloyal Customer,33,Business travel,Business,1583,3,3,3,2,3,3,3,3,4,4,5,4,4,3,0,0.0,0
Loyal Customer,39,Business travel,Business,2476,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,1
Loyal Customer,54,Business travel,Business,268,1,5,5,5,5,3,3,1,1,1,1,3,1,1,0,0.0,0
Loyal Customer,43,Business travel,Business,1524,2,5,5,5,1,3,4,2,2,2,2,3,2,4,4,0.0,0
Loyal Customer,71,Business travel,Business,4025,4,4,4,4,1,5,4,4,4,4,4,5,4,3,0,0.0,1
disloyal Customer,48,Business travel,Eco,2124,2,3,3,4,4,3,4,4,4,4,3,3,4,4,6,10.0,0
Loyal Customer,51,Business travel,Eco,471,4,4,4,4,1,2,3,4,4,4,4,5,4,4,0,0.0,1
Loyal Customer,24,Personal Travel,Eco,1700,3,5,3,5,4,3,4,4,3,5,4,3,5,4,53,58.0,0
Loyal Customer,33,Business travel,Business,602,2,5,2,5,3,3,3,2,2,2,2,3,2,3,16,0.0,0
disloyal Customer,21,Business travel,Business,1464,5,0,5,4,4,0,4,4,3,5,5,4,4,4,21,20.0,1
disloyal Customer,37,Business travel,Eco,2042,3,3,3,3,3,3,3,3,3,1,3,4,3,3,0,0.0,0
Loyal Customer,42,Business travel,Eco,1997,4,4,1,1,3,4,3,3,3,5,5,4,4,3,0,0.0,1
Loyal Customer,46,Business travel,Eco,2812,1,2,2,2,1,1,1,4,3,3,3,1,1,1,260,263.0,0
Loyal Customer,27,Personal Travel,Eco,2114,3,4,3,2,2,3,2,2,3,3,5,5,5,2,85,76.0,0
Loyal Customer,55,Business travel,Eco,84,2,1,1,1,1,3,4,2,2,2,2,3,2,3,0,0.0,0
Loyal Customer,23,Business travel,Business,3696,3,5,5,5,3,3,3,3,1,1,2,1,3,3,27,0.0,0
Loyal Customer,25,Business travel,Eco,2280,5,2,2,2,5,5,3,5,5,4,4,5,4,5,6,0.0,1
Loyal Customer,52,Business travel,Business,770,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,67,Personal Travel,Eco,1098,4,5,4,1,3,4,5,5,5,4,4,4,5,5,0,11.0,0
Loyal Customer,52,Business travel,Business,411,3,2,2,2,4,3,4,3,3,3,3,4,3,3,3,5.0,0
Loyal Customer,29,Business travel,Business,2327,4,4,4,4,4,4,4,4,4,5,5,5,5,4,0,0.0,1
disloyal Customer,27,Business travel,Business,1305,4,4,4,3,4,4,4,4,4,3,5,4,4,4,0,0.0,0
Loyal Customer,50,Business travel,Business,3370,4,4,3,4,4,5,4,5,5,5,5,4,5,3,31,29.0,1
Loyal Customer,50,Personal Travel,Eco,2702,1,1,1,3,3,1,1,3,1,5,4,3,4,3,10,17.0,0
Loyal Customer,34,Business travel,Eco,2367,4,5,5,5,4,4,4,4,4,2,1,1,1,4,22,29.0,0
Loyal Customer,47,Business travel,Business,714,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,0.0,1
disloyal Customer,24,Business travel,Business,1981,4,2,4,3,2,4,2,2,3,5,3,4,3,2,28,19.0,0
Loyal Customer,14,Personal Travel,Eco,3117,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,44,Business travel,Eco Plus,496,3,3,3,3,5,3,4,3,3,3,3,2,3,1,0,0.0,0
Loyal Customer,19,Personal Travel,Eco,3674,4,1,4,2,4,4,4,4,3,3,3,1,3,4,0,0.0,0
Loyal Customer,49,Business travel,Business,2477,3,3,3,3,4,5,5,3,2,5,5,5,3,5,5,29.0,1
Loyal Customer,25,Business travel,Business,4447,2,2,2,2,5,5,5,5,3,3,4,5,5,5,21,7.0,1
Loyal Customer,25,Business travel,Business,3136,3,3,3,3,5,5,5,5,5,5,4,4,5,5,6,1.0,1
disloyal Customer,25,Business travel,Eco,1774,2,2,2,3,2,2,2,2,3,1,4,3,3,2,58,71.0,0
Loyal Customer,44,Business travel,Eco,278,2,3,3,3,1,4,3,3,3,2,3,1,3,3,22,8.0,0
Loyal Customer,41,Business travel,Eco,1544,4,1,1,1,4,4,4,4,2,3,1,1,4,4,0,0.0,1
Loyal Customer,39,Personal Travel,Eco,2680,4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,3.0,1
Loyal Customer,41,Business travel,Business,2329,1,1,4,1,1,5,1,4,4,4,4,5,4,5,0,0.0,1
Loyal Customer,30,Personal Travel,Eco,1691,3,4,3,3,3,3,3,3,2,2,4,4,2,3,0,0.0,0
Loyal Customer,34,Personal Travel,Eco,2074,0,4,0,2,4,0,4,4,1,3,5,3,3,4,0,0.0,1
Loyal Customer,62,Business travel,Business,3263,4,4,4,4,5,4,4,4,4,4,4,5,4,3,43,35.0,1
Loyal Customer,41,Personal Travel,Eco,2605,4,4,4,4,2,3,3,4,4,4,4,3,4,4,35,28.0,1
Loyal Customer,41,Business travel,Eco,2564,3,4,4,4,3,3,3,3,3,4,4,3,4,3,0,0.0,0
disloyal Customer,47,Business travel,Business,2258,1,1,1,4,2,1,2,2,3,5,5,3,5,2,13,6.0,0
Loyal Customer,57,Personal Travel,Eco,817,2,2,2,2,3,5,4,5,5,5,5,3,5,5,1,0.0,1
disloyal Customer,49,Business travel,Eco,1727,3,0,3,4,4,3,2,4,5,1,1,2,5,4,2,0.0,0
Loyal Customer,13,Personal Travel,Eco,2058,1,4,1,5,4,1,3,4,5,3,5,5,4,4,0,0.0,0
Loyal Customer,30,Personal Travel,Eco,1406,4,3,4,3,3,4,3,3,4,1,3,4,2,3,0,0.0,0
disloyal Customer,44,Business travel,Business,1888,2,2,2,4,4,2,4,4,5,2,4,4,4,4,0,0.0,0
Loyal Customer,63,Business travel,Eco Plus,2488,4,1,1,1,4,4,4,3,5,4,1,4,3,4,0,0.0,1
Loyal Customer,29,Personal Travel,Eco,1874,3,5,3,1,2,3,2,2,3,3,5,3,5,2,0,9.0,0
disloyal Customer,23,Business travel,Eco,2330,2,2,2,2,3,2,3,3,1,1,3,5,1,3,0,0.0,1
Loyal Customer,50,Business travel,Business,1021,3,3,3,3,2,5,5,4,4,4,4,3,4,4,75,87.0,1
Loyal Customer,36,Business travel,Eco,1510,4,2,2,2,4,4,4,4,2,4,3,1,3,4,0,0.0,0
Loyal Customer,24,Business travel,Business,3943,3,3,3,3,3,3,3,3,1,4,4,3,3,3,0,0.0,0
Loyal Customer,59,Personal Travel,Eco,1244,5,5,5,3,5,5,5,5,5,4,4,3,5,5,4,0.0,1
Loyal Customer,39,Personal Travel,Business,662,2,3,2,3,1,1,1,5,5,2,5,1,5,4,0,1.0,0
Loyal Customer,41,Business travel,Business,4489,3,3,3,3,5,5,5,5,1,3,1,5,1,5,186,209.0,1
Loyal Customer,34,Business travel,Business,769,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6,0.0,1
Loyal Customer,53,Business travel,Business,2408,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,30.0,1
Loyal Customer,51,Business travel,Eco Plus,1375,3,2,2,2,3,3,3,3,1,1,4,3,3,3,117,107.0,0
disloyal Customer,24,Business travel,Eco,1576,4,0,4,2,2,4,2,2,5,3,5,4,4,2,20,15.0,1
Loyal Customer,59,Personal Travel,Eco,633,5,5,5,5,5,5,4,4,4,4,4,5,4,5,17,13.0,1
Loyal Customer,24,Business travel,Business,3068,2,3,3,3,3,3,2,3,4,4,3,4,4,3,0,0.0,0
Loyal Customer,49,Business travel,Business,3574,2,2,2,2,4,4,4,4,4,4,5,3,4,4,0,0.0,1
Loyal Customer,54,Business travel,Business,1186,3,3,3,3,5,5,4,3,3,4,3,5,3,4,0,10.0,1
disloyal Customer,25,Business travel,Eco,2028,4,4,4,4,5,4,5,5,4,4,3,4,3,5,14,13.0,0
Loyal Customer,31,Personal Travel,Eco,2946,1,1,1,1,4,4,5,4,4,4,4,5,4,3,68,51.0,1
Loyal Customer,39,Business travel,Business,349,4,4,4,4,1,2,4,4,4,5,4,1,4,5,0,0.0,1
Loyal Customer,33,Business travel,Business,792,4,4,4,4,4,5,5,5,5,5,5,5,5,5,13,5.0,1
Loyal Customer,52,Business travel,Business,3289,4,4,4,4,2,4,5,5,5,5,5,4,5,4,17,46.0,1
Loyal Customer,26,Business travel,Eco,2172,3,3,3,3,3,3,3,3,1,2,3,4,2,3,1,0.0,0
Loyal Customer,27,Personal Travel,Eco,2062,4,3,4,5,4,4,3,4,1,4,1,5,5,4,10,10.0,0
Loyal Customer,55,Business travel,Business,3361,4,4,4,4,5,5,5,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,49,Business travel,Business,3336,5,1,5,5,4,4,4,5,5,5,5,3,5,4,0,0.0,1
Loyal Customer,27,Business travel,Business,2635,1,5,5,5,1,1,1,1,3,1,3,4,4,1,8,7.0,0
Loyal Customer,17,Personal Travel,Eco,1679,2,5,2,2,4,2,4,4,3,2,4,3,4,4,8,25.0,0
Loyal Customer,64,Business travel,Eco,1191,2,4,4,4,2,3,3,1,1,2,1,2,1,2,94,86.0,0
